FR0003500008;13/11/06;5445.47;5502.39;5444.01;5490.56;4102768
FR0003500008;14/11/06;5498.80;5500.72;5459.89;5476.28;4409175
FR0003500008;15/11/06;5504.38;5511.53;5486.24;5511.53;3905115
FR0003500008;16/11/06;5500.68;5518.43;5490.87;5505.72;4757770
FR0003500008;17/11/06;5479.96;5489.12;5422.01;5439.71;5495857
FR0003500008;20/11/06;5414.31;5466.83;5394.05;5454.74;3569036
FR0003500008;21/11/06;5451.98;5486.21;5449.90;5459.35;3730603
FR0003500008;22/11/06;5481.21;5494.34;5439.25;5452.49;5008769
FR0003500008;23/11/06;5465.73;5470.75;5399.81;5424.86;3337546
FR0003500008;24/11/06;5407.23;5416.36;5349.67;5389.46;4452186
FR0003500008;27/11/06;5377.25;5402.09;5308.65;5308.65;5119818
FR0003500008;28/11/06;5304.50;5321.11;5272.47;5306.24;4980140
FR0003500008;29/11/06;5336.39;5381.25;5317.42;5381.25;5062047
FR0003500008;30/11/06;5388.38;5398.96;5325.26;5327.64;5654317
FR0003500008;01/12/06;5341.62;5365.30;5239.84;5254.05;7948226
FR0003500008;04/12/06;5268.24;5299.12;5246.38;5296.08;4770063
FR0003500008;05/12/06;5311.88;5374.11;5298.93;5359.69;6174324
FR0003500008;06/12/06;5362.64;5376.15;5325.05;5350.62;4604075
FR0003500008;07/12/06;5331.43;5401.49;5330.98;5379.21;5195219
FR0003500008;08/12/06;5354.76;5387.70;5329.49;5384.16;5034164
FR0003500008;11/12/06;5413.13;5432.35;5401.38;5427.56;5279429
FR0003500008;12/12/06;5429.36;5432.57;5406.55;5426.82;5522962
FR0003500008;13/12/06;5428.49;5480.40;5421.84;5475.85;6244072
FR0003500008;14/12/06;5496.13;5516.50;5490.31;5509.58;5457780
FR0003500008;15/12/06;5525.38;5553.45;5515.45;5541.62;7951035
FR0003500008;18/12/06;5533.08;5545.00;5526.83;5530.32;4877039
FR0003500008;19/12/06;5498.48;5507.75;5464.87;5484.76;4588910
FR0003500008;20/12/06;5512.31;5524.98;5507.87;5514.42;4579466
FR0003500008;21/12/06;5499.43;5527.11;5496.96;5510.39;4417281
FR0003500008;22/12/06;5496.54;5503.20;5453.11;5453.94;3259275
FR0003500008;27/12/06;5482.68;5540.01;5478.85;5540.01;2660445
